"Authors","Author full names","Author(s) ID","Title","Year","Link","Abstract"
"Salsabilla Z.A.; Nugroho B.S.; Iryana W.; Ismail N.","Salsabilla, Zulfi Alfian (57979835700); Nugroho, Bambang Setia (55575749100); Iryana, Wahyu (58799797400); Ismail, Nanang (56400254100)","57979835700; 55575749100; 58799797400; 56400254100","Microstrip Printed Yagi Antenna for Gain Enhancement Telkomsel Orbit Mobile Wifi","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181776282&doi=10.1109%2fICWT58823.2023.10335316&partnerID=40&md5=147d94efe2fd2c53a23d0dee5d93ba4e","This research discusses the design of a Yagi printed microstrip antenna to enhancement the gain of the mobile wifi Telkomsel orbit, so that the signal received from the BTS is stronger. The antenna is designed to work on 4G LTE services in Indonesia with frequencies in Band 1 (1.920 - 2.170 GHz), namely 2.1 GHz. The integration technique used in this antenna uses feedline integration. This antenna uses FR-4 epoxy substrate material with a dielectric constant r=4.3 and a substrate thickness of 1.6 mm. This research also compares the values of return loss, VSWR, bandwidth, gain and radiation pattern at the simulation stage with the fabrication results. The addition of the director to the printed Yagi antenna has an effect on improving the performance of the antenna at a frequency of 2.1 GHz by producing a return loss of -20.77 dB, a VSWR of 1.3659, a directivity value of 9.08 dBi, and a gain of 8.68 dBi.  © 2023 IEEE."
"Jeremy J.; Hidayat E.M.I.; Siregar S.; Trilaksono B.R.; Habibullah N.","Jeremy, Jason (58810378000); Hidayat, Egi Muhammad Idris (57193712876); Siregar, Simon (56411856600); Trilaksono, Bambang Riyanto (57194571217); Habibullah, Natsir (57215002341)","58810378000; 57193712876; 56411856600; 57194571217; 57215002341","Depth and Pitch Control of Autonomous Underwater Glider Using Model Predictive Control with ARX Model","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182260703&doi=10.1109%2fICEEI59426.2023.10346616&partnerID=40&md5=7391f6f5a2152f887273ba3cd99b3ec7","Autonomous Underwater Gliders (AUGs) are extensively developed vehicles capable of prolonged exploration and observation in complex marine environments. Control of the AUG is challenging due to its slow response system and its constraints. In this research, a linear model representation of AutoRegressive eXogenous input (ARX) will be constructed using input and output data from the AUG system, built Model Predictive Control (MPC), analyzed the performance, comparing with traditional Proportional-Integral-Derivative (PID). The objective is to enhance setpoint tracking accuracy and minimize energy to extend exploration time while faced with constraints. Simulation results reveal MPC exhibits potential setpoint tracking, low overshoot as low as 0.6% up to 0.3m/s maximum depth rate, has relatively low input changes indicating good efficiency compared to PID. MPC approach effectively addresses slow response systems, managing momentum, and handling actuator constraints commonly encountered in AUG. © 2023 IEEE."
"Abdurrahman M.; Adi T.N.; Lubis M.; Jacob D.W.","Abdurrahman, Mus'Ab (58091199600); Adi, Taufik Nur (57200523762); Lubis, Muharman (49663689900); Jacob, Deden Witarsyah (57192986806)","58091199600; 57200523762; 49663689900; 57192986806","E-Ticketing System to Accelerate Car Terminal Indonesia Port of Tanjung Priok Activities Using Waterfall Method","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182727502&doi=10.1109%2fICCTEIE60099.2023.10366547&partnerID=40&md5=488f141967aae62331c2060ac4f4c2bc","The implementation of automated gate systems (autogate systems) at ports has become imperative due to regulations set by the Director General of Customs and Excise (Decree No. PER-10/BC/2020). This mandates TSP operators to adopt autogate systems to meet operational standards. IPCC has already introduced autogate systems but required supportive infrastructure, leading to the creation of the ETicket system integrated with CEISA (Customs System). Research, conducted through the waterfall methodology and employing an Enterprise Service Bus (ESB), reveals that this new system eliminates manual input of export documents for each cargo by automating the process through validation with CEISA. It concurrently reduces the announcement time from FTP to APIs. For the future, CEISA needs to furnish cargo counts or lists for the IPCC API to validate cargo quantity, exceeding the count results in announcement rejection. This integrated approach optimizes port operations, offering efficiency and compliance. © 2023 IEEE."
"Pratondo A.; Ismail; Sujana A.P.; Susanti F.; Roedavan R.; Budianto A.","Pratondo, Agus (36816332200); Ismail (58650498600); Sujana, Aprianti P. (57204187881); Susanti, Fitri (53265127200); Roedavan, Rickman (57221120191); Budianto, Aris (57210763092)","36816332200; 58650498600; 57204187881; 53265127200; 57221120191; 57210763092","Classification of Sweet Potato Leaf Variants using Transfer Learning","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181777256&doi=10.1109%2fICWT58823.2023.10335271&partnerID=40&md5=cbb736187fd4bf809851781a229a0b3b","The sweet potato (Ipomoea batatas) is a significant crop with a wide range of leaf color, texture, and shape. The categorisation of these variants must be exact in terms of agricultural methods and crop management. This project attempts to create a reliable classification system for sweet potato leaf varieties using deep learning methods. The study examines the categorization performance of two well-known deep learning models, VGG16 and Inception v3. The models are trained using a dataset that consists of tagged photos of numerous sweet potato leaf varieties. By using weights that were previously trained on ImageNet, transfer learning is put into practice. The performance of the models is assessed using accuracy and the F1 score. According to experimental findings, the VGG16 and Inception v3 models both exhibit high accuracy rates, with VGG16 achieving 95.57 percent accuracy and Inception v3 achieving 96.97 percent accuracy. These findings show that deep learning has the potential to accurately classify variations in sweet potato leaves. By creating an effective method for automating the classification of sweet potato leaf variants, this study makes a contribution to the field of agricultural research that can be used to enhance crop management and breeding initiatives.  © 2023 IEEE."
"Hakim L.S.; Mardiati R.; Setiawan A.E.; Sartika N.; Fadillah M.D.; Hakim R.S.","Hakim, Larry Syahrofi (57980420000); Mardiati, Rina (56401147800); Setiawan, Aan Eko (57215887926); Sartika, Nike (56922089100); Fadillah, Muhammad Daffa (58799661200); Hakim, Rafli Syahrofi (58799661300)","57980420000; 56401147800; 57215887926; 56922089100; 58799661200; 58799661300","Implementation of an Object Tracking System Using Arduino and Huskylens Camera","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181772247&doi=10.1109%2fICWT58823.2023.10335441&partnerID=40&md5=e87c2a8edba9a989bc7ae4cc4cf72e23","The application of object tracking robots in the industrial field is used to help the movement of the goods easily just by following the objects that are already recognized. Robots with object tracking methods can be made using visual sensors, one of which is the Huskylens camera. In addition to the Huskylens camera as a visual sensor, the Arduino UNO is also used as a microcontroller, as is an L298N shield motor driver with two DC motors. The distance and speed of the DC motor are also determined so that the robot's movement towards the intended object can move dynamically. Testing is carried out by detecting objects that have been recognized from various predetermined directions, and testing is carried out using a lux meter sensor to find out the right light conditions for tracking objects. The results obtained in the object detection test on the camera found the X and Y coordinate values as well as the width and height values of object recognition. While the results of measurements using a lux meter found that the average value of the vision sensor can recognize objects at 50 - 150 lux.  © 2023 IEEE."
"Anditta M.; Amartya N.; Warnars L.S.; Warnars H.L.H.S.; Ramadhan A.; Siswanto T.; Mantoro T.; Noordin N.","Anditta, Mietha (58813177200); Amartya, Natashya (58813177300); Warnars, Laurens Spits (58813003400); Warnars, Harco Leslie Hendric Spits (57219696428); Ramadhan, Arief (53264599300); Siswanto, Teddy (57203090511); Mantoro, Teddy (22735122000); Noordin, Nurulhuda (55055144500)","58813177200; 58813177300; 58813003400; 57219696428; 53264599300; 57203090511; 22735122000; 55055144500","Dynamic Programming Algorithm using Furniture Industry 0/1 Knapsack Problem","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182390627&doi=10.1109%2fICORIS60118.2023.10352182&partnerID=40&md5=b74458187791ad70d326a5527edee1d5","Dynamic programming is a fundamental algorithm that can be found in our daily lives easily. One of the dynamic programming algorithm implementations consists of solving the 0/1 knapsack problem. A 0/1 knapsack problem can be seen from industrial production cost. It is prevalent that a production cost has to be as efficient as possible, but the expectation is to get the proceeds of the products higher. Thus, the dynamic programming algorithm can be implemented to solve the diverse knapsack problem, one of which is the 0/1 knapsack problem, which would be the main focus of this paper. The implementation was implemented using C language. This paper was created as an early implementation algorithm using a Dynamic program algorithm applied to an Automatic Identification System (AIS) dataset.  © 2023 IEEE."
"Wirasti H.D.; Seta H.; Witarsyah D.; Prabu H.K.; Azzahro A.; Hananto B.","Wirasti, Hijir Della (57201186657); Seta, Henki (57208753979); Witarsyah, Deden (57192986806); Prabu, Hamonagan K (57897694000); Azzahro, Ayu (58810705200); Hananto, Bayu (58091307600)","57201186657; 57208753979; 57192986806; 57897694000; 58810705200; 58091307600","Challenges on Cloud Computing Migration Strategy for Music Industry: A Systematic Literature Review","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182257780&doi=10.1109%2fICIMCIS60089.2023.10348989&partnerID=40&md5=b7ec34f51baedd6d6b76408056343c9d","Cloud computing has emerged as a transformative technology that offers numerous benefits to various industries, including the music industry. Cloud computing has revolutionized the way businesses operate and has had a significant impact on various industries, including the music industry Cloud computing, with its scalability, flexibility, and cost-effectiveness, presents an opportunity for the music industry to leverage technology to enhance its operations and meet the evolving demands of the digital era. This paper presents a systematic literature review on cloud computing migration strategies specifically tailored for the music industry. The review aims to identify existing research, frameworks, and best practices related to cloud migration in the music industry, as well as highlight the challenges and opportunities associated with such migrations. Through an analysis of relevant literature, this study provides valuable insights to assist music industry stakeholders in developing effective cloud migration strategies. © 2023 IEEE."
"Pratondo A.; Kurniawan A.P.; Eriyadi M.; Prasetyanto F.; Rahayu D.P.; Akbar M.D.","Pratondo, Agus (36816332200); Kurniawan, Ady Purna (58795597000); Eriyadi, Mindit (57213424538); Prasetyanto, Fery (55976473200); Rahayu, Dessy Puspa (58795728100); Akbar, M Deni (57215527335)","36816332200; 58795597000; 57213424538; 55976473200; 58795728100; 57215527335","Prediction of Payment Modes for Online Taxi Users Using Machine Learning","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181537329&doi=10.1109%2fICE3IS59323.2023.10335419&partnerID=40&md5=8fa4d68b2b399bc8741394d144e2a440","It is critical to comprehend customer payment preferences for online taxi service providers in the digital age to give payment options that live up to client expectations. The variables affecting online taxi passengers' choice of payment method are frequently difficult for stakeholders to pinpoint. The purpose of this study is to use the random forest algorithm to forecast the preferred payment methods for online taxi users. The random forest approach was chosen due to its ability to handle complex information and generate accurate forecasts. An online taxi-user dataset with the labels 'cash' and 'digital' was employed throughout the model development stage. The random forest model is subsequently trained by taking into account the characteristics that affect the prediction of payment methods, such as income, online taxi brand, credit card, e-wallet, and account ownership. The created predictive model was tested on the dataset using an experiment employing the bootstrapping method after going through the training phase. An accuracy rate of 96% in the experiment demonstrates how well the random forest model predicts the mode of payment for online taxi consumers. In addition, high values of precision, recall, and Fl-score were also obtained, indicating the reliability of the model in correctly classifying payment modes. © 2023 IEEE."
"Rosi M.; Siburian D.H.; Fathona I.W.; Ismardi A.","Rosi, Memoria (36810236800); Siburian, Dedy Hendra (58810462900); Fathona, Indra Wahyudhin (55767351000); Ismardi, Abrar (26633102900)","36810236800; 58810462900; 55767351000; 26633102900","Activated Carbon Nanocomposite for Supercapacitor Electrodes","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182255687&doi=10.1088%2f1742-6596%2f2673%2f1%2f012006&partnerID=40&md5=d370b154439e8f2d33cb286119f98951","Activated carbon (AC) with high surface area has been used in supercapacitors extensively, but it has limited capacitance value due to the low electrical conductivity. In this study, we concern to find the best conductive agent by incorporate different conductive agent such as carbon black (CB), carbon nanotubes (CNT), and reduced graphene oxide (RGO). As a result, the AC/CB possess the highest specific capacitance of 62 F/g and excellent ESR of 2.40. This might due to the excellent connectivity of AC and CB particle as seen from SEM image. On contrary, CNT and RGO have agglomeration that impact on resistance and capacitance. © 2023 Institute of Physics Publishing. All rights reserved."
"Nuraliza H.; Pratiwi O.N.; Lubis M.","Nuraliza, Hilda (58116768700); Pratiwi, Oktariani Nurul (55901914000); Lubis, Muharman (49663689900)","58116768700; 55901914000; 49663689900","Metaverse Tweet Sentiment Text Classification Using Bert Algorithm and Tunning Hyperparameter","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181542219&doi=10.1109%2fICE3IS59323.2023.10335255&partnerID=40&md5=675883d9937f76808e91218d15508402","The current technological advancements have brought forth new experiences for society, one of which is the emergence of the metaverse. The metaverse provides a platform where people can socialize virtually but with a sense of reality. Up to this point, the metaverse has been utilized in various fields such as business, healthcare, tourism, and gaming. Users can move and interact as if they are in the real world. However, there are several risks and challenges associated with the metaverse, such as changes in behavioral patterns and cultures towards increased individualism and a decrease in real-life interactions. Additionally, data within the metaverse is susceptible to cyberattacks. Hence, this research aims to analyze Twitter users' sentiments regarding the evolving concept of the metaverse to assess society's readiness to adopt it. In this study, the researcher combines the intelligence of the BERT algorithm (Bidirectional Encoder Representations from Transformers) with a hyperparameter tuning approach to analyze Twitter users' tweets related to the metaverse. Data was collected from Twitter, totaling 8000 data points, using web scraping techniques. The analysis results provide a deeper understanding of Twitter users' responses to the metaverse concept. This study reveals that the majority of tweets express positive sentiments toward the metaverse concept, focusing on its innovative potential and opportunities. The addition of hyperparameter tuning has also been proven to enhance accuracy in sentiment classification, with a 10% increase in model performance accuracy. This research has broad implications for understanding public perspectives on technological trends like the metaverse. By combining the strengths of the BERT algorithm and hyperparameter tuning, this study offers valuable insights for the technology industry and product development. © 2023 IEEE."
"Firmansyah I.; Setiadi B.; Kurniawan D.; Indrawijaya R.; Subekti A.; Rohman B.P.A.","Firmansyah, Iman (26434136900); Setiadi, Bambang (37121036800); Kurniawan, Dayat (56694489100); Indrawijaya, Ratna (57193155077); Subekti, Agus (56387694900); Rohman, Budiman Putra Asma'Ur (57189029562)","26434136900; 37121036800; 56694489100; 57193155077; 56387694900; 57189029562","General Matrix Multiplication (GEMM) Evaluation on Cyclone-V SoC FPGA Using OpenCL","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182735827&doi=10.1109%2fICRAMET60171.2023.10366619&partnerID=40&md5=043190cd5f99ed7e7ca9fd59cb7120ef","Trends in AI implementations, such as machine learning and deep learning, have been widely used in various studies. At the heart of AI computations such as speech recognition, image recognition, and processing computer graphics is general matrix multiplication, abbreviated as GEMM. AI implementation is currently attracting programmers to implement it on an FPGA. On the other hand, the latest FPGA is integrated with a Hard Processor System (HPS) to increase the productivity of system development. Here, we performed the matrix multiplication using a Cyclone V SoC FPGA integrated with ARM processors. To reduce programming complexity and speed up the process, the kernel for the FPGA was built using the OpenCL programming language. In the experiment, we conducted the matrix multiplication by employing global and local memory. We also proposed a method for estimating the peak performance based on the compilation report. According to the experimental results, the actual performance was approximately identical to the estimation. The peak performance for matrix multiplication using local memory access was 17.86 GFlops and utilized 14.2 watts of power. © 2023 IEEE."
"Ismardi A.; Nasir M.; Khoiri M.; Abdullah N.H.; Gunawan L.A.; Rafsanjani M.F.A.; Mayundri S.A.F.; Gunawan T.D.","Ismardi, Abrar (26633102900); Nasir, Muhamad (36973372200); Khoiri, Miftahul (57215416529); Abdullah, Nor Hakimin (56970661800); Gunawan, Luthfi Aprilio (58810413600); Rafsanjani, Mukhammad Fahlevi Ali (57941747700); Mayundri, Siti Ashila Farikha (57942397700); Gunawan, Theresia Deviyana (57942397800)","26633102900; 36973372200; 57215416529; 56970661800; 58810413600; 57941747700; 57942397700; 57942397800","Optical Properties of TiO2 Doped ZnO-PVA Nanocomposites","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182264313&doi=10.1088%2f1742-6596%2f2622%2f1%2f012018&partnerID=40&md5=9ecde7d8e5e17b731a5bfa26aa86bbf9","One of the materials with the greatest potential for use in flexible devices is semiconductor nanocomposite material. In this paper, we report the synthesis of ZnO-PVA-TiO2 nanocomposite to be applied as a flexible optical sensor device. The optical property of ZnO-PVA nanocomposite is improved by the addition of TiO2 in this work. The optical characteristics of the ZnO-PVA nanocomposite depend on the concentration of TiO2. Spin coating method was successfully used to synthesize ZnO-PVA-TiO2 with various TiO2 concentrations of 1%, 2%, and 3% w/v, respectively. The absorbance spectrum of ZnO-PVA-TiO2 nanocomposite changes with the addition of TiO2. The absorbance peaks of ZnO-PVA-TiO2 nanocomposites were shifting to a lower wavelength, resulting in increasing the nanocomposite band gap energy. According to this result, future applications of the flexible optical sensor are one of the potential devices based on this study. © 2023 Institute of Physics Publishing. All rights reserved."
"Suakanto S.; Setiawan A.; Nurtrisha W.A.","Suakanto, Sinung (53264973800); Setiawan, Ari (54880733400); Nurtrisha, Widyatasya Agustika (57374936900)","53264973800; 54880733400; 57374936900","Data Modeling for Productive Asset and Supporting Asset","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182263467&doi=10.1109%2fICEEI59426.2023.10346719&partnerID=40&md5=69f67900853da8a693ae6a172f1103e6","Asset management is an essential thing that needs to be governed by an organization or company, mainly if it is supported using an information system. However, currently, most asset management information systems are specified for recording or inventorying assets only. The recorded data is also specified to asset attributes and their metadata. If the asset management information system can be prepared using a more comprehensive approach, the asset management information system built can be adjusted to the organization's goals. Recording assets is not just a database but can be linked to what the organization wants to achieve and from the processes in it. This paper proposes how to derive data modeling for asset management using an approach to aligning organizational goals and critical processes. Besides that, it is also seen from the classification of assets that the mapping of business processes becomes more precise. One of the proposed classifications is the classification of productive assets and supporting assets. The result is an asset mapping model based on the core process organization and the asset entities that appear in it. © 2023 IEEE."
"Aprillia B.S.; Silalahi D.K.; Raharjo J.; Rokhmat M.; Furkhan M.F.; Syukur Wijaya F.A.","Aprillia, Bandiyah Sri (57202914083); Silalahi, Desri Kristina (57216123423); Raharjo, Jangkung (57202310717); Rokhmat, Mamat (57189233699); Furkhan, Muhammad Ferdian (58795786000); Syukur Wijaya, Fadli Abdul (58795695000)","57202914083; 57216123423; 57202310717; 57189233699; 58795786000; 58795695000","Design of a 72 V 40 Ah Electrical System Battery Pack for Electric Motorcycle","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181536189&doi=10.1109%2fICE3IS59323.2023.10335309&partnerID=40&md5=6169e840ec099ac91bfee4f80918f9a5","In Indonesia, there are many industrial electric motorcycle battery packs on the market with different voltages and different charging communication systems. This is because there is no standard used in Indonesia. However, currently many batteries circulating in Indonesia uses a voltage of 72 V with a capacity of 20 Ah. Therefore, this study aims to design a battery pack with a specification of 72 volts with a capacity of 40 Ah. The advantage of the results of the battery pack design in this study is that it has the same dimensions and weight as battery packs on the market but has twice the capacity of 40 Ah so that electric motorbikes can travel farther than those in circulation. Based on the research results of BMS monitoring, it is estimated that charging 100% at a voltage of 70.7 Volts. The difference in voltage in the battery management system and the results of the analysis calculations is caused by variations in the voltage in each battery cell. Technically the difference between each battery cell under 2 Volts will not be a problem as long as the BMS used has an active battery cell voltage balancing feature. In the dyno test results for each additional speed the battery can function properly at any given torque variation. In the next stage this battery pack can be used for electric motor vehicles to measure the maximum mileage. © 2023 IEEE."
"Safitri I.; Pertiwi Y.; Mengko T.L.R.; Puspasari I.","Safitri, Irma (51462039500); Pertiwi, Yeni (58810837600); Mengko, Tati L. R. (14019972600); Puspasari, Ira (57188852193)","51462039500; 58810837600; 14019972600; 57188852193","Image Enhancement for Breast Cancer Based on Image Contrast, Interpolation and Filtering","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182259018&doi=10.1109%2fICEEI59426.2023.10346968&partnerID=40&md5=37f818e1e482402a7f834b186589e188","The present work proposes a methodology for enhancing images by the application of contrast adjustment, interpolation techniques, and filtering algorithms. Techniques employ a dual-system approach. The first image enhancement technique commonly involves contrast augmentation, bicubic interpolation, and the application of a median filter for denoising purposes. The second technique involves bicubic interpolation and contrast enhancement. The suggested methodology enhances the quality of images, as evidenced by the achieved Peak Signal-to-Noise Ratio (PSNR) values of 0.46 dB, Signal-to-Noise Ratio (SNR) values of 0.459 dB, Structural Similarity Index (SSIM) values of 0.009, and Mean Squared Error (MSE) values of 1.32E-04. The suggested method utilizes both objective and subjective measures to depict the outcomes of image enhancement. These metrics are also used to compare the results with other methods. The strategy under consideration takes into account more intricate details, heightened contrast, and enhanced edge definition, leading to a superior image outcome compared to the method being compared. © 2023 IEEE."
"Syamsir F.A.; Jatmiko Suwawi D.D.; Priyadi Y.","Syamsir, Fiyona Anmila (58795467300); Jatmiko Suwawi, Dawam Dwi (56502169900); Priyadi, Yudi (57201499237)","58795467300; 56502169900; 57201499237","Recommendations for Fixing of Step Performed and Sequence Diagram Based on Text Mining on SRS Digibrary","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181537437&doi=10.1109%2fICE3IS59323.2023.10335375&partnerID=40&md5=e5160ff4a403a191b08cfd1a7ec422c5","Only some applications that are built are successful once the client uses them. This problem occurs because there is an inconsistency between applications built with the client's needs, especially in the Software Requirements Specification (SRS) document as the reference data for software development. These losses can be avoided by implementing consistency in the contents of the SRS document. Therefore, before application development, the SRS document consistency process is crucial to match the client's needs and the developer's understanding of developing software. This study aims to propose recommendations for fixing artifacts based on the lowest value of consistency between Step Performed and Sequence Diagrams through a text-mining approach. The results of the validation and reliability tests using Gwet's AC1 formula through the Python programming language produced a Kappa Score of 0.500000, while through expert questionnaires of 0.159998. Based on the comparison of artifact consistency calculations, recommendations for fixing artifacts were made for the lowest consistency measurement values in the comparison of SP09 (d9) with SD09 (d23), which had a value of 0.840124. © 2023 IEEE."
"Nurjanah M.; Saputra R.E.; Setianingsih C.; Ambarita A.R.; Arifin H.I.; Manalu I.P.; Pratama M.L.","Nurjanah, Mutiara (58813068100); Saputra, Randy Erfa (57193236342); Setianingsih, Casi (57201737786); Ambarita, Ayub Rosihan (58770254100); Arifin, Hafid Ikhsan (58770697200); Manalu, Indratama Pangasian (58769959500); Pratama, Muhammat Lio (58769959600)","58813068100; 57193236342; 57201737786; 58770254100; 58770697200; 58769959500; 58769959600","Beyond Traditional Load Detection: An RNN Approach for Households","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182395825&doi=10.1109%2fIoTaIS60147.2023.10346054&partnerID=40&md5=621da97b2e1d346c63fab1252ab67484","The electrical energy sector is one of the most needed energies for civilization. Electrical energy has wide use in society, ranging from household tools, offices, security, and many more. Nowadays, many household tools use electricity as their power source. With that being said, the possibility of electrical energy consumption increasing as time goes by is becoming real. Therefore, it could affect the increasing electricity cost and demand of a household. This research will use the Recurrent Neural Network (RNN) Method to monitor the Single-Phase electricity in household tools and identify electric tools based on their electrical load. This method can reduce the increasing cost of electricity by identifying the used electrical tool based on its electrical load. The data that will be used for this research is taken using the help of hardware. The testing for this system will detect the type of electrical load in three household tools: a fan, a water heater, and an iron. This research started with gathering data that are related to the household tools that are being tested. After gathering the data, the data will be taken to the preprocessing process. After the data has been through the preprocessing step, then we will test the data using several methods, such as comparing the dataset with train data, learning rate, batch size, and epoch testing. Based on this testing, we will identify the types of electrical loads used. From the system testing result using the RNN method, we can identify those three household tools with accuracy, precision, recall, and F1-score of 97.90%, 98.39%, 97.39%, dan 97.83%. © 2023 IEEE."
"Larasati N.R.D.M.; Luturlean B.S.; Saragih R.; Fakhri M.","Larasati, Nararia Retno Dwi Mega (58793192600); Luturlean, Bachruddin Saleh (57208210257); Saragih, Romat (57193161772); Fakhri, Mahendra (57209280222)","58793192600; 57208210257; 57193161772; 57209280222","Big data analytics performance from employee point of view","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181404820&doi=10.1117%2f12.3011613&partnerID=40&md5=a80b254ddae00af569e594bd3201ec10","This study aimed to determine the influence of recruitment and selection on employee performance, particularly in the Big Data Analytics division. Human resources are a crucial asset for a company to achieve success, and employees must perform at a high level according to the company’s targets or quality standards. The study used descriptive quantitative methods, with a population of all employees in the Big Data Analytics division, consisting of 35 employees, using the probability sampling technique. Data collection techniques included field studies and literature studies, and data analysis was carried out using path analysis, hypothesis testing, and coefficient of determination. The results showed that the Recruitment variable (X1) had no significant effect on Employee Performance (Y), while the Selection variable (X2) had a significant effect on Employee Performance (Y). Recruitment and Selection variables had a significant effect, with Recruitment having a direct effect on Performance of 70% and an indirect effect of 12.9%. © 2023 SPIE."
"Rizki I.; Mardiati R.; Zulherman D.; Widadi R.","Rizki, Ijma'U (58821547500); Mardiati, Rina (56401147800); Zulherman, Dodi (57188867078); Widadi, Rahmat (57205097222)","58821547500; 56401147800; 57188867078; 57205097222","EEG Signal Classification using Discrete Wavelet Transform (DWT) and Gaussian Support Vector Machine (SVM) for Epileptics","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182732282&doi=10.1109%2fTSSA59948.2023.10366901&partnerID=40&md5=43b841d7b5c31a281903a15c88cd1ccc","As a potentially life-Threatening neurological disorder, epilepsy needs early treatment to prevent the deterioration of the patient's condition. Electroencephalogram (EEG) technology-based detection is a recommended method for accurate diagnosis to help distinguish the state of normal patients from patients with epilepsy. In this study, EEG recording data was obtained from a database of Klinik fiir Epileptologie, University of Bonn. The data consisted of five conditions involving nono-epilepsy volunteers and patients with epilepsy engaged in different activities. Our proposed design consists of several stages, such as dataset input, decomposition, and feature extraction (including minimum, maximum, mean, standard deviation, kurtosis, and skewness), performed through Discrete Wavelet Transform (DWT) on wavelet coefficients and classified using Support Vector Machine (SVM). Our design involved the DWT utilizing Daubechies and Gaussian wavelet types, while SVM employed a classification approach. The system's performance was evaluated using K-Fold cross-validation and Confusion Matrix analysis. The best accuracy results, obtained from normal patients and epileptics (Cl: ABCDE) with DWT and SVM methods, showed a maximum accuracy of 78.6%. This research demonstrates the effectiveness of the proposed approach in distinguishing between normal patients and those with epilepsy, indicating its significance in epilepsy diagnosis and treatment. © 2023 IEEE."
"Erawan F.; Utami A.R.I.; Sugiwati S.; Maryana R.; Mel M.; Darus L.","Erawan, F. (58810826200); Utami, A.R.I. (57219533875); Sugiwati, S. (14720301000); Maryana, R. (35183503200); Mel, M. (23668032700); Darus, L. (53063386200)","58810826200; 57219533875; 14720301000; 35183503200; 23668032700; 53063386200","Potential Development and Economic Analysis of Bioethanol Fabrication Design from Oil Palm Biomass with Ionic Liquid Choline Acetate Using SuperPro Designer (SPD) Software","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182254765&doi=10.1088%2f1742-6596%2f2673%2f1%2f012024&partnerID=40&md5=9d71e1c77f425633f1d9d2a3d7eaec6d","The increasing use of energy causes the availability of energy, especially in Indonesia, to be depleted. This condition encourages humans to develop renewable energy sources, one of which is bioethanol, with the availability of abundant raw materials in nature. However, the development of bioethanol is still ineffective because it requires a long time and has high costs. Therefore, a design for bioethanol fabrication from oil palm plantation products with ionic liquid pretreatment using SuperPro Designer (SPD) software was developed. The bioethanol production process was simulated through three stages: pretreatment, enzymatic saccharification, and fermentation. Pretreatment was carried out using the ionic liquid Choline Acetate, after which the results of saccharification and fermentation were analyzed. The results of saccharification showed that around 138 g/L of palm oil was converted into sugar for fermentation. The overall result of the simulation system is that the fermentation process for 12 hours produced 92 g/L ethanol or 96% of the theoretical yield. Meanwhile, ethanol production through fabrication for energy can reduce ethanol prices by 30% from their initial price. This ethanol fabrication design is very supportive of optimizing biomass into bioethanol. Therefore, this design can be used as a recommendation for economical bioethanol production to obtain optimal results in bioethanol production. © 2023 Institute of Physics Publishing. All rights reserved."
